,BlackElo,WhiteElo,moves,move_num,winner,Black_Elo_Num,White_Elo_Num
Game397444,2515,2402,1. g3 d5 2. Bg2 c5 3. d3 Nf6 4. Nd2 Nc6 5. c3 Bg4 6. Nh3 Qd7 7. Ng1 e5 8. f3 Bf5 9. e4 Bg6 10. Qe2 Bd6 11. Nh3 O-O 12. O-O b5 13. f4 exf4 14. gxf4 dxe4 15. dxe4 Bh5 16. Qe1 c4 17. e5 Bc5+ 18. Kh1 Ng4 19. Ne4 Bb6 20. Nhf2 Nxf2+ 21. Nxf2 Rad8 22. Ne4 Ne7 23. Be3 Bxe3 24. Qxe3 Nf5 25. Qh3 Bg6 26. Ng5 Qd3 27. Rf3 Qd2 28. e6 f6 29. Ne4 Qxb2 30. Rg1 Rfe8 31. Ng3 Nxg3+ 32. Rxg3 f5 33. Re3 Qf2 34. Rge1 Rd2 35. e7 Qxf4 36. a4 Qd6 37. axb5 f4 38. Re6 Qd3 39. Qg4 Bf5 40. Qxf4 Bxe6 41. Be4 Qd6 42. Qh4 Bf7 43. Qxh7#,43,white,2515,2402
Game397568,2435,2498,1. e4 g6 2. d4 Bg7 3. Nc3 d6 4. Be3 Nd7 5. g3 c6 6. Bg2 e5 7. h3 f5 8. Nge2 Ngf6 9. dxe5 dxe5 10. Qd6 Qe7 11. Qxe7+ Kxe7 12. O-O-O Re8 13. exf5 gxf5 14. Rhe1 Kf7 15. Bg5 Nb6 16. Rd6 h6 17. Bh4 Nc4 18. Rd3 Be6 19. b3 Nb6 20. Ng1 e4 21. Rdd1 Nh5 22. Nge2 Bf6 23. Bxf6 Nxf6 24. Nf4 Rad8 25. Nce2 Nbd5 26. Nxe6 Kxe6 27. Nd4+ Ke5 28. f4+ Kd6 29. Nxf5+ Kc7 30. Nxh6 Nc3 31. Rxd8 Rxd8 32. Kb2 Ncd5 33. Nf5 b5 34. h4 b4 35. Nd4 Nc3 36. Ne6+ Kd7 37. Nxd8 Kxd8 38. Bxe4 Nfxe4 39. g4 Ke7 40. h5 Kf6 41. g5+ Kf5 42. h6 Kg6 43. Rh1 Nf2 44. h7 Ncd1+ 45. Rxd1 Nxd1+ 46. Kc1 Kxh7 47. Kxd1 Kg6 48. Ke2 Kf5 49. Ke3 c5 50. Kd3 a5 51. Kc4 Kxf4 52. g6 Ke3 53. Kxc5 Kd2 54. Kb5 Kxc2 55. Kxa5 Kb2 56. Kxb4 Kxa2 57. g7 Ka1 58. g8=Q Kb1 59. Qg2 Ka1 60. Kc3 Kb1 61. Qb2#,61,white,2435,2498
Game397581,2509,2416,1. g3 Nf6 2. Bg2 c5 3. d3 Nc6 4. Nd2 d5 5. c3 Bg4 6. f3 Bf5 7. e4 Bg6 8. Nh3 e6 9. O-O Bd6 10. f4 dxe4 11. dxe4 e5 12. Kh1 Bc7 13. Qe2 O-O 14. f5 Bh5 15. Qe1 b5 16. Nf2 b4 17. h3 bxc3 18. bxc3 Ba5 19. Nc4 Bc7 20. g4 Qc8 21. gxh5 Nxh5 22. Ng4 f6 23. Qh4 Nf4 24. Bxf4 exf4 25. e5 Nxe5 26. Ncxe5 fxe5 27. Bd5+ Kh8 28. f6 gxf6 29. Nxf6 Qf5 30. Be4 Rxf6 31. Bxf5 Rxf5 32. Rad1 e4 33. Rd7,33,white,2509,2416
Game397634,2444,2493,1. d4 g6 2. e4 Bg7 3. Nc3 d6 4. Be3 Nd7 5. g3 c6 6. Bg2 e5 7. Nge2 Qe7 8. O-O f5 9. Qd2 Ngf6 10. Bh6 O-O 11. Bxg7 Kxg7 12. dxe5 dxe5 13. Rad1 Nb6 14. exf5 gxf5 15. b3 e4 16. Qg5+ Kh8 17. Nf4 Rg8 18. Qh4 Qg7 19. Rd6 Ng4 20. Nce2 Nd7 21. Nd4 Nde5 22. Nde6 Bxe6 23. Rxe6 Rae8 24. Rd1 Rxe6 25. Nxe6 Qf6 26. Qxf6+ Nxf6 27. Nd4 Rd8 28. f4 Nf7 29. b4 b6 30. Rd2 c5 31. Nb3 Rxd2 32. Nxd2 cxb4 33. Nc4 Nd5 34. Bh3 Nh6 35. Nd6 Ne7 36. Nb5 a5 37. Nc7 Kg7 38. Ne6+ Kf6 39. Nd4 Nd5 40. Kf2 Nc3 41. Nb3 Nxa2 42. Ke3 Nc3 43. Kd4 a4 44. Nc1 a3 45. Kc4 a2 46. Nxa2 Nxa2 47. Kb5 Nc3+ 48. Kxb4 Nd1 49. Kb5 Ne3 50. c4 Nhg4 51. Kxb6 Nf2 52. Kc5 Nxc4 53. Kd4 Nxh3 54. Kxc4 Nf2 55. Kc3 Ng4 56. Kd2 e3+ 57. Ke1 Nxh2 58. Ke2 Ng4 59. Ke1 h5 60. Ke2 h4 61. Kf3 hxg3 62. Kxg3 e2 63. Kf3,63,white,2444,2493
Game397681,2504,2425,1. g3 Nc6 2. Bg2 d5 3. d3 e5 4. Nd2 Nf6 5. c3 Bd6 6. Nh3 O-O 7. O-O Bg4 8. f3 Be6 9. e4 dxe4 10. dxe4 Bc5+ 11. Kh1 Qd3 12. Qe1 Rad8 13. f4 exf4 14. Nxf4 Qc2 15. Nxe6 fxe6 16. Nb3 Ng4 17. Nxc5 Nce5 18. h3 b6 19. hxg4 bxc5 20. Rxf8+ Rxf8 21. Bf4 Nxg4 22. Qc1 Qf2 23. Qd2 Qxd2 24. Bxd2 Rf2 25. Rd1 Ne5 26. Kg1 Re2 27. Kf1,27,white,2504,2425
Game397738,2451,2489,1. e4 g6 2. d4 Bg7 3. Nc3 d6 4. Be3 Nd7 5. Qd2 c6 6. O-O-O e5 7. h4 Qe7 8. h5 gxh5 9. Nge2 Ngf6 10. Ng3 exd4 11. Bxd4 Ne5 12. f4 Neg4 13. e5 dxe5 14. fxe5 Nd7 15. e6 fxe6 16. Bxg7 Qxg7 17. Nxh5 Qf7 18. Bc4 Nde5 19. Bb3 Bd7 20. Ne4 O-O 21. Rdf1 Qg6 22. Nhg3 Rxf1+ 23. Rxf1 Qh6 24. Qxh6 Nxh6 25. Nf6+ Kh8 26. Nge4 Be8 27. Bxe6 Bg6 28. Ng5 Rf8 29. Re1 Rxf6 30. Rxe5 Ng4 31. Bxg4 Rf1+ 32. Kd2 Rf2+ 33. Ke3 Rf4 34. Kxf4,34,white,2451,2489
Game397763,2500,2433,1. g3 c6 2. Bg2 d5 3. d3 e5 4. Nd2 Bd6 5. c3 Nf6 6. Nh3 Qc7 7. O-O Bg4 8. f3 Bh5 9. e4 Nbd7 10. Qe1 O-O-O 11. f4 h6 12. fxe5 Nxe5 13. d4 Nd3 14. Qe3 Nxc1 15. e5 Ng4 16. exd6 Qxd6 17. Qf4 Nd3 18. Qxd6 Rxd6 19. Nf4 Nxf4 20. Rxf4 Nf6 21. h3 Re8 22. g4 Bg6 23. Raf1 Rde6 24. Nb3 Re2 25. Nc5 Rxb2 26. h4 Ree2 27. Bf3 Red2 28. h5 Be4 29. Bxe4 dxe4 30. Re1 Rg2+ 31. Kf1 Nxg4 32. Rexe4 Nh2+,32,black,2500,2433
Game397807,2417,2510,1. e4 g6 2. d4 Bg7 3. Nc3 d6 4. Be3 Nd7 5. Qd2 c6 6. O-O-O e5 7. f4 Ngf6 8. Nf3 Ng4 9. Bg1 exf4 10. h3 Ne3 11. Bxe3 fxe3 12. Qxe3 Qe7 13. Kb1 Nb6 14. g4 Be6 15. Bd3 O-O-O 16. Rhf1 d5 17. e5 Rhe8 18. Qg5 f6 19. exf6 Bxf6 20. Qh6 Bg7 21. Qg5 Bf6 22. Qh6 Rf8 23. Rde1 Rde8 24. g5 Bh8 25. Ne5 Bxe5 26. Rxf8 Rxf8 27. Rxe5 Re8 28. h4 Nd7 29. Re1 Qf7 30. h5 Bf5 31. Rxe8+ Qxe8 32. a3 Bxd3 33. cxd3 Qf7 34. hxg6 hxg6 35. Qh8+ Kc7 36. Qh2+ Kd8 37. Qd6 Qf5 38. Ka2 Qxg5 39. Na4 Qf6 40. Qh2 Qxd4 41. Nc3 Qxd3 42. Qh4+ Kc8 43. Qe7 Qc4+ 44. Ka1 Qf4 45. Qe8+ Kc7 46. Qh8 Qf1+ 47. Ka2 Qc4+ 48. b3 Qf4 49. Kb2 Qd2+ 50. Kb1 d4 51. Na4 Qd3+ 52. Kb2 Qe2+,52,black,2417,2510
Game397849,2494,2441,1. g3 d5 2. Bg2 Nf6 3. d3 e5 4. Nd2 Bg4 5. c3 Nc6 6. f3 Bh5 7. Nh3 Qd7 8. e4 O-O-O 9. Nf2 Bc5 10. Qe2 g5 11. Nb3 Bb6 12. Bxg5 Qe6 13. Be3 d4 14. Bh3 dxe3 15. Bxe6+ fxe6 16. Ng4 Bxg4 17. fxg4 h5 18. gxh5 Nxh5 19. O-O-O Rdf8 20. Rdf1 Rf2 21. Rxf2 exf2 22. Rf1 Nf6 23. d4 exd4 24. Qxf2 Nxe4 25. Qf3 Nd6 26. cxd4 Bxd4 27. Nxd4 Nxd4 28. Qe3 N6f5 29. Qe5 Rxh2 30. Rxf5 Ne2+ 31. Kd2 exf5 32. Qe8#,32,white,2494,2441
Game397902,2461,2481,1. e4 g6 2. d4 Bg7 3. Nc3 d6 4. Be3 Nd7 5. Qd2 c6 6. h4 e5 7. h5 gxh5 8. Nge2 Ngf6 9. Ng3 exd4 10. Bxd4 Ne5 11. Nf5 Bxf5 12. exf5 Qe7 13. O-O-O O-O-O 14. f4 Neg4 15. Bxa7 Rde8 16. Rh3 Bh6 17. Rf3 Ne4 18. Nxe4 Qxe4 19. Qa5 Bxf4+ 20. Kb1 Qe5 21. Qb6 Ne3 22. Ba6 Re7 23. Qxc6+ Kd8 24. Bb6+ Rc7 25. Bxc7+ Ke7 26. Qxb7 Nxd1 27. a3 Kf6 28. Qb6 Kg5 29. Bd8+ f6 30. Qc7 Qxb2#,30,black,2461,2481
Game475237,2402,2491,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f4 O-O 6. Nf3 c5 7. d5 e6 8. Be2 exd5 9. cxd5 Re8 10. e5 dxe5 11. fxe5 Ng4 12. e6 f5 13. d6 Bxe6 14. Ng5 Qd7 15. O-O Nc6 16. Nb5 Nd4 17. Nc7 Qxd6 18. Nxa8 Rxa8 19. Nxe6 Qxe6 20. Bxg4 fxg4 21. Bf4 Rf8 22. Kh1 b6 23. Qd2 h5 24. Rae1 Qxa2 25. Bh6 Rf7 26. Re8+ Kh7 27. Rxf7 Qxf7 28. Bxg7 Qxe8 29. Bxd4 cxd4 30. Qxd4 Qe1+ 31. Qg1 Qxg1+ 32. Kxg1 Kh6 33. Kf2 Kg5 34. Ke3 Kf5 35. Kd4 Kf4 36. Kd5 h4 37. Kc6 h3 38. g3+ Kf3 39. Kb7 Kg2 40. Kxa7 Kxh2 41. Kxb6 Kxg3 42. Kc6 h2 43. b4 h1=Q+ 44. Kc7 Qa8 45. b5 Kf3 46. b6 g3 47. Kd6 Qb7 48. Kc5 g2 49. Kb5 g1=Q 50. Kc4 Qe3 51. Kb5 Qbxb6+ 52. Kc4 Qed4#,52,black,2402,2491
Game475306,2422,2473,1. d4 Nf6 2. c4 g6 3. g3 c5 4. Bg2 cxd4 5. Nf3 Nc6 6. O-O Bg7 7. Nxd4 O-O 8. Nc3 e5 9. Nc2 Re8 10. b3 d6 11. Ba3 Bf5 12. Ne3 Nd4 13. Nxf5 gxf5 14. e3 Nc6 15. Bxd6 e4 16. Ba3 Qa5 17. Bb2 Nb4 18. Nb5 Rad8 19. Nd4 Nd3 20. Qc2 Ng4 21. Bc3 Qe5 22. Nb5 Qc5 23. Bxg7 Kxg7 24. Rad1 Ndxf2 25. Rxf2 Qxe3 26. Rf1 a6 27. Qc3+ Qxc3 28. Nxc3 Nxf2 29. Kxf2 Rd2+ 30. Kg1 e3 31. Bf3 Rc2 32. Ne2 Rxa2 33. Rd1 Rb2 34. Rd3 a5 35. Kg2 b5 36. cxb5 a4 37. b6 a3 38. Rd4 a2 39. Ra4 Rb1,39,black,2422,2473
Game475376,2441,2458,1. h4 d5 2. a3 Nf6 3. h5 e5 4. h6 g6 5. b4 Be6 6. Bb2 Nbd7 7. Nf3 Bd6 8. e3 c6 9. c4 O-O 10. cxd5 cxd5 11. Nc3 a6 12. Be2 Rc8 13. Ng5 Re8 14. Qb3 Nb6 15. Nxe6 Rxe6 16. a4 Nc4 17. Nxd5 Nxd2 18. Nxf6+ Rxf6 19. Qa2 Bxb4 20. Rd1 Qa5 21. f4 Ne4+ 22. Kf1 Ng3+ 23. Kf2 Nxh1+ 24. Rxh1 Bc3 25. Rc1 exf4 26. Rxc3 Rxc3 27. Qa1 fxe3+ 28. Kg1 Rfc6 29. Bxc3 Qxc3,29,black,2441,2458
Game475441,2444,2457,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Bb4 5. e5 h6 6. Be3 Ne4 7. Qg4 g6 8. Bd3 Nxc3 9. a3 Ba5 10. Bd2 c5 11. bxc3 cxd4 12. cxd4 Bxd2+ 13. Kxd2 Nc6 14. Ne2 Bd7 15. Rhb1 Qa5+ 16. c3 O-O-O 17. Ke1 Rhg8 18. Qf4 Rdf8 19. Qxh6 f6 20. exf6 Rxf6 21. Qh4 Rgf8 22. Rb2 e5 23. Kf1 e4 24. Bb5 Rxf2+ 25. Qxf2 Rxf2+ 26. Kxf2 Qc7 27. g3 Bg4 28. Nf4 g5 29. Ng2 Qf7+ 30. Kg1 Qf3 31. Bxc6 bxc6 32. Re1 Qxc3 33. Rf2 Bf3 34. h4 Bxg2 35. Ree2 Bf3 36. Rb2 Qxd4 37. Kh2 g4 38. Rbd2 e3 39. Rb2 exf2,39,black,2444,2457
Game475533,2441,2457,1. d4 d5 2. c4 Nf6 3. cxd5 Qxd5 4. Nf3 c5 5. Nc3 Qd6 6. d5 a6 7. e4 Nbd7 8. h3 e6 9. g3 Be7 10. Bf4 e5 11. Be3 b5 12. Nh4 g6 13. Bg2 b4 14. Na4 O-O 15. O-O Bb7 16. b3 Rac8 17. Nb2 Ne8 18. Nc4 Qb8 19. f4 Bxh4 20. gxh4 Ng7 21. f5 Nf6 22. Bg5 Ngh5 23. Kf2 a5 24. Bf3 Ba6 25. Bxf6 Nxf6 26. h5 Bxc4 27. bxc4 gxf5 28. Rg1+ Kh8 29. h6 fxe4 30. Be2 Rg8 31. Qd2 Rg6 32. Rxg6 hxg6 33. Qg5 Qd6 34. Rg1 a4 35. h4 Kh7 36. h5 Rg8 37. Qe3 Qb8 38. Bd1 b3 39. axb3 a3 40. Bc2 Qb4 41. Bxe4 Nxe4+ 42. Qxe4 Qc3 43. hxg6+ fxg6 44. Rg3 Qd4+,44,black,2441,2457
Game475605,2444,2457,1. e4 e6 2. d4 d5 3. Bd3 c5 4. exd5 exd5 5. Nf3 Nc6 6. O-O cxd4 7. Re1+ Be7 8. Bb5 Nf6 9. Nxd4 Bd7 10. Nxc6 bxc6 11. Be2 O-O 12. c4 Bd6 13. cxd5 cxd5 14. h3 Qc8 15. Nc3 Bxh3 16. gxh3 Qxh3 17. Bf3 Bh2+ 18. Kh1 Bg3+ 19. Kg1 Qh2+ 20. Kf1 Qxf2#,20,black,2444,2457
Game475629,2442,2457,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 c5 5. Ne2 O-O 6. a3 Bxc3+ 7. Nxc3 cxd4 8. exd4 d5 9. c5 e5 10. dxe5 Re8 11. Be2 Rxe5 12. O-O d4 13. b4 Nc6 14. Nb5 Be6 15. Bb2 Rd5 16. Nd6 Rxd6 17. cxd6 Qxd6 18. b5 Ne5 19. Qxd4 Qxd4 20. Bxd4 Nfd7 21. Rfc1 f6 22. Rc7 Rb8 23. f4,23,white,2442,2457
Game475702,2469,2428,1. e4 e6 2. d4 d5 3. Nd2 Be7 4. Ngf3 Nf6 5. Bd3 c5 6. e5 Nfd7 7. c3 Nc6 8. O-O g5 9. h3 h5 10. b4 cxb4 11. cxb4 Nxb4 12. Nb3 Nxd3 13. Qxd3 Nb8 14. Bd2 Nc6 15. Rac1 Kd7 16. Nc5+ Bxc5 17. Rxc5 g4 18. Ng5 Qg8 19. h4 b6 20. Rc2 Bb7 21. Rfc1 Qg6 22. Qb5 Rhc8 23. Be3 f6 24. exf6 Qxf6 25. f3 gxf3 26. Nxf3 Ke7 27. Bg5 Qxg5 28. Nxg5 Rf8 29. Rxc6 Rf4 30. Rxe6+ Kf8 31. Qd7 Ba6 32. Rh6,32,white,2469,2428
Game475789,2444,2455,1. h4 d5 2. a3 Nc6 3. h5 e5 4. b4 Nf6 5. Bb2 a6 6. h6 gxh6 7. e3 Bf5 8. Nf3 Qd6 9. c4 d4 10. c5 Qd5 11. Qc1 d3 12. Nc3 Qd7 13. Nh4 Bg6 14. g3 O-O-O 15. Nxg6 hxg6 16. Bh3 Ng4 17. f3 f5 18. fxg4 fxg4 19. Bg2 Be7 20. Qd1 g5 21. Qb3 h5 22. O-O-O h4 23. Ne4 h3 24. Bf1 Rdf8 25. Qxd3 Qe6 26. Be2 Rd8 27. Qc2 Rhf8 28. Kb1 Na7 29. d4 exd4 30. Bxd4 Nb5 31. Bxb5 axb5 32. c6 b6 33. Nc3 Qxc6 34. Rc1 Rf3 35. Qd3 Qc4 36. Qxc4 bxc4 37. Nb5 Bf6 38. Rxc4 Bxd4 39. exd4 Rxg3 40. Rxc7+ Kb8 41. Rhc1 h2 42. Rh7 Rg1 43. Rxh2 Rxc1+ 44. Kxc1 Rd5 45. Kb2 Rxb5 46. Kb3 Rf5 47. a4 Rf3+ 48. Kc4 g3 49. Kb5 g4,49,black,2444,2455
Game494121,2435,2510,1. g3 e5 2. Bg2 d5 3. d3 c6 4. Nd2 f5 5. c3 Nf6 6. Nh3 Bd6 7. O-O O-O 8. e4 fxe4 9. dxe4 d4 10. cxd4 exd4 11. f4 Ng4 12. Nc4 Bc5 13. f5 b5 14. Qxg4 bxc4 15. Qh5 Nd7 16. Ng5 Nf6 17. Qh4 d3+ 18. Kh1 h6 19. Ne6 Bxe6 20. fxe6 Qe7 21. Bf4 Qxe6 22. e5 Nd5 23. Bh3 Qe7 24. Qh5 Nxf4 25. gxf4 Rad8 26. Qg4 Kh8 27. Rg1 Bxg1 28. Rxg1 d2 29. Rd1 Qf7 30. e6 Qxf4 31. e7 Qxg4 32. Bxg4 Rfe8 33. exd8=Q Rxd8 34. Kg2 g5 35. Kf2 Kg7 36. Ke2 Rd4 37. Bf3 Rh4 38. Rxd2 Rxh2+ 39. Ke3 Rh3 40. Rd7+ Kf6 41. Kf2 h5 42. Kg2 g4 43. Bxc6 c3 44. bxc3 Rxc3 45. Be4 Kg5 46. Rd5+ Kh4 47. Bg6 Ra3 48. Rxh5#,48,white,2435,2510
Game523506,2513,2539,1. e4 g6 2. d4 Bg7 3. c3 d6 4. Bd3 Nd7 5. Nf3 c6 6. O-O Nh6 7. Re1 O-O 8. Be3 e5 9. Qd2 Ng4 10. h3 Nxe3 11. fxe3 f5 12. exf5 gxf5 13. e4 f4 14. h4 Qf6 15. Qe2 Kh8 16. Nbd2 Qh6 17. Ng5 Nb6 18. Ndf3 Bf6 19. a4 Bg4 20. Kf2 exd4 21. cxd4 Bxd4+ 22. Kf1 Bf6 23. e5 dxe5 24. Qe4 Nd5 25. Ke2 Bg7 26. Red1 Bf5 27. Qc4 Bxd3+ 28. Qxd3 Rae8 29. Kf1 Ne3+ 30. Kg1 Nxd1 31. Qxd1 e4 32. Nd4 Qxh4 33. Nde6 Bf6 34. Qd7 Bxg5 35. Qg7#,35,white,2513,2539
Game523518,2549,2501,1. g3 e6 2. Bg2 d5 3. d3 Nf6 4. Nd2 Nbd7 5. c3 c6 6. Nh3 Bd6 7. O-O e5 8. e4 O-O 9. f4 b6 10. fxe5 Nxe5 11. d4 Neg4 12. Qe2 dxe4 13. Nxe4 Nxe4 14. Qxe4 Nf6 15. Qxc6 Rb8 16. Qb5 Bd7 17. Qd3 Re8 18. Bg5 Be7 19. Rae1 h6 20. Bc1 Be6 21. Nf4 Bxa2 22. c4 Rc8 23. b3 Bb4 24. Rxe8+ Qxe8 25. Qc2 Bxb3 26. Qxb3 Ne4 27. Qxb4,27,white,2549,2501
Game523550,2515,2537,1. e4 g6 2. d4 Bg7 3. c3 d6 4. Bd3 Nd7 5. Nf3 c6 6. h3 Nh6 7. O-O O-O 8. Be3 f6 9. Qd2 Nf7 10. Na3 e5 11. Nc2 Qe7 12. Rad1 Nb6 13. Rfe1 f5 14. exf5 gxf5 15. Bg5 Nxg5 16. Qxg5 Qxg5 17. Nxg5 e4 18. Bf1 h6 19. Nxe4 fxe4 20. Rxe4 Bf5 21. Re2 Rae8 22. Ne3 Bg6 23. a4 Bh5 24. g4 Bg6 25. a5 Nd7 26. Bg2 Nf6 27. b4 Nd5 28. Bxd5+ cxd5 29. Rde1 Rf3 30. Nxd5 Rxe2 31. Rxe2 Bf7 32. Ne7+ Kh7 33. Kg2 Rxc3 34. Nf5 Bd5+ 35. Kh2 Bf6 36. Re8 Rc2 37. Rf8 Bg5 38. Kg3 Bd2 39. h4 Bxb4 40. h5 Be1 41. Ne3 Re2 42. Nxd5 Rd2 43. Ne3 Rxd4 44. Rf3 Re4 45. Nf5 d5 46. Nd6 Ra4 47. Re3 Bb4 48. Re7+ Kg8 49. Nf5 Bxe7 50. Nxe7+ Kf7 51. Nxd5 Ra3+ 52. Ne3 Rxa5 53. f4 Ra4 54. Kf3 Ra5 55. g5 Kg7 56. g6 Ra4 57. Kg4 Ra5 58. Nf5+ Kf6 59. Nxh6 Ra1 60. Nf5 Rg1+ 61. Ng3 Rb1 62. f5 Rb6 63. h6 Rb4+ 64. Kh5 Rb1 65. g7 Rg1 66. Kg4 Kf7 67. f6 Kg8 68. h7+ Kf7 69. g8=Q+,69,white,2515,2537
